https://github.com/xtaci/gaio,"High performance async-io(proactor) networking for Golang。golangのための高性能非同期io(proactor)ネットワーキング","364"
https://github.com/yanfeizhang/coder-kung-fu,"开发内功修炼","808"
https://github.com/ruanyf/weekly,"科技爱好者周刊，每周五发布","17,055"
https://github.com/wolverinn/Waking-Up,"计算机基础（计算机网络/操作系统/数据库/Git...）面试问题全面总结，包含详细的follow-up question以及答案；全部采用【问题+追问+答案】的形式，即拿即用，直击互联网大厂面试🚀；可用于模拟面试、面试前复习、短期内快速备战面试...","5,512"
https://github.com/geekxh/hello-algorithm,"🌍「算法面试+算法知识」针对小白的算法训练 | 还包括：1、阿里、字节、滴滴 百篇大厂面经汇总 2、千本开源电子书 3、百张思维导图 （右侧来个 star 吧 🌹，English version supported）","26,764"
https://github.com/labuladong/fucking-algorithm,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why.","92,493"
https://github.com/go-netty/go-netty,"Extensible network application framework inspired by netty","211"
https://github.com/tidwall/evio,"Fast event-loop networking for Go","4,898"
https://github.com/lesismal/nbio,"High-performance, non-blocking, event-driven, easy-to-use networking framework written in Go, support TLS/HTTP 1.X/Websocket.","183"
https://github.com/lotusirous/go-concurrency-patterns,"Concurrency patterns in Go","920"
https://github.com/vmware-tanzu/octant,"Highly extensible platform for developers to better understand the complexity of Kubernetes clusters.","5,296"
https://github.com/uber-go/ratelimit,"A Golang blocking leaky-bucket rate limit implementation","2,391"
https://github.com/jwasham/coding-interview-university,"A complete computer science study plan to become a software engineer.","183,205"
https://github.com/smallnest/rpcx,"Best microservices framework in Go, like alibaba Dubbo, but with more features, Scale easily. Try it. Test it. If you feel it's better, use it! 𝐉𝐚𝐯𝐚有𝐝𝐮𝐛𝐛𝐨, 𝐆𝐨𝐥𝐚𝐧𝐠有𝐫𝐩𝐜𝐱!","5,770"
https://github.com/julienschmidt/httprouter,"A high performance HTTP request router that scales well","12,861"
https://github.com/istio/istio,"Connect, secure, control, and observe services.","27,334"
https://github.com/syndtr/goleveldb,"LevelDB key/value database in Go.","4,390"
https://github.com/rqlite/rqlite,"The lightweight, distributed relational database built on SQLite","8,564"
https://github.com/emirpasic/gods,"GoDS (Go Data Structures). Containers (Sets, Lists, Stacks, Maps, Trees), Sets (HashSet, TreeSet, LinkedHashSet), Lists (ArrayList, SinglyLinkedList, DoublyLinkedList), Stacks (LinkedListStack, Arr…","10,137"
https://github.com/smallnest/ringbuffer,"a thread-safe circular buffer (ring buffer) in Go, implemented io.ReaderWriter interface","207"
https://github.com/lifei6671/interview-go,"golang面试题集合","1,847"
https://github.com/satori-com/tcpkali,"Fast multi-core TCP and WebSockets load generator.","2,119"
https://github.com/nsqio/go-nsq,"The official Go package for NSQ","1,930"
https://github.com/crazybber/awesome-patterns,"Collections of Go patterns based on tmrts/go-patterns, But merged with other awesome forks and more improvoments.","206"
https://github.com/qcrao/Interview,"面前必看","118"
https://github.com/dgraph-io/ristretto,"A high performance memory-bound Go cache","3,110"
https://github.com/mosn/mosn,"MOSN is a cloud native proxy for edge or service mesh. https://mosn.io","3,148"
https://github.com/nikoksr/notify,"A dead simple Go library for sending notifications to various messaging services.","853"
https://github.com/excalidraw/excalidraw,"Virtual whiteboard for sketching hand-drawn like diagrams","21,361"
https://github.com/aceld/golang,"《Golang修养之路》本书针对Golang专题性热门技术深入理解，修养在Golang领域深入话题，脱胎换骨。","698"
https://github.com/xxjwxc/uber_go_guide_cn,"Uber Go 语言编码规范中文版. The Uber Go Style Guide .","3,344"
https://github.com/goplus/gop,"GoPlus - The Go+ language for data science","5,035"
https://github.com/Loyalsoldier/v2ray-rules-dat,"🦄 🎃 👻 V2Ray 路由规则文件加强版，可代替 V2Ray 官方 geoip.dat 和 geosite.dat，兼容 Shadowsocks-windows、Xray-core、Trojan-Go 和 leaf。Enhanced edition of V2Ray rules dat files, compatible with Xray-core, Shadowsocks-window…","4,739"
https://github.com/halfrost/LeetCode-Go,"✅ Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解","18,716"
https://github.com/kamranahmedse/developer-roadmap,"Roadmap to becoming a web developer in 2021","164,356"
https://github.com/go-kratos/kratos,"A Go framework for microservices.","13,019"
https://github.com/tal-tech/go-zero,"go-zero is a web and rpc framework written in Go. It's born to ensure the stability of the busy sites with resilient design. Builtin goctl greatly improves the development productivity.","9,302"
https://github.com/Allenxuxu/gev,"🚀Gev is a lightweight, fast non-blocking TCP network library / websocket server based on Reactor mode. Support custom protocols to quickly and easily build high-performance servers.","1,163"
https://github.com/stack-labs/starter-kit,"stack-rpc 快速开发包","381"
https://github.com/AlexStocks/getty,"a netty like asynchronous network I/O library based on tcp/udp/websocket; a bidirectional RPC framework based on JSON/Protobuf; a microservice framework based on zookeeper/etcd","556"
https://github.com/shomali11/go-interview,"Collection of Technical Interview Questions solved with Go","3,400"
https://github.com/apache/dubbo-go,"Go Implementation For Apache Dubbo","3,317"
https://github.com/asim/go-micro,"Go Micro is a framework for distributed systems development","16,226"
https://github.com/40t/go-sniffer,"🔎Sniffing and parsing mysql,redis,http,mongodb etc protocol. 抓包截取项目中的数据库请求并解析成相应的语句。","1,326"
https://github.com/gofiber/fiber,"⚡️ Express inspired web framework written in Go","14,013"
https://github.com/Junxwan/goim,"goim","23"
https://github.com/sorintlab/stolon,"PostgreSQL cloud native High Availability and more.","3,284"
https://github.com/aalansehaiyang/technology-talk,"汇总java生态圈常用技术框架、开源中间件，系统架构、数据库、大公司架构案例、常用三方类库、项目管理、线上问题排查、个人成长、思考等知识","11,705"
https://github.com/casbin/casbin,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang","9,699"
https://github.com/tinygo-org/tinygo,"Go compiler for small places. Microcontrollers, WebAssembly, and command-line tools. Based on LLVM.","8,209"
https://github.com/skynetservices/skynet-archive,"Skynet is a framework for distributed services in Go.","1,977"
https://github.com/bfenetworks/bfe,"A modern layer 7 load balancer from baidu","4,738"
https://github.com/geektutu/7days-golang,"7 days golang programs from scratch (web framework Gee, distributed cache GeeCache, object relational mapping ORM framework GeeORM, rpc framework GeeRPC etc) 7天用Go动手写/从零实现系列","7,695"
https://github.com/hibiken/asynq,"Asynq: simple, reliable, and efficient distributed task queue in Go","1,321"
https://github.com/guonaihong/gout,"gout to become the Swiss Army Knife of the http client @^^@---> gout 是http client领域的瑞士军刀，小巧，强大，犀利。具体用法可看文档，如使用迷惑或者API用得不爽都可提issues","821"
https://github.com/gocolly/colly,"Elegant Scraper and Crawler Framework for Golang","14,172"
https://github.com/orcaman/concurrent-map,"a thread-safe concurrent map for go","2,329"
https://github.com/uber-go/dig,"A reflection based dependency injection toolkit for Go.","1,954"
https://github.com/ulule/limiter,"Dead simple rate limit middleware for Go.","1,288"
https://github.com/cloudflare/tableflip,"Graceful process restarts in Go","1,820"
https://github.com/tsingson/goums,"go based UMS/AAA core, provide user-management and AAA(authentication, authorization, and accounting)","52"
https://github.com/inherd/coca,"Coca is a toolbox which is design for legacy system refactoring and analysis, includes call graph, concept analysis, api tree, design patterns suggest. Coca 是一个用于系统重构、系统迁移和系统分析的瑞士军刀。它可以分析代码中的测试坏味道、…","612"
https://github.com/fevin/gracehttp,"graceful http server for golang. （平滑重启）","55"
https://github.com/gogo/grpc-example,"An example of using Go gRPC and tools from the greater gRPC ecosystem together with the GoGo Protobuf Project.","370"
https://github.com/zhiqiangxu/qrpc,"tiny but powerful rpc framework","359"
https://github.com/0voice/from_coder_to_expert,"2021年最新总结，从程序员到CTO，从专业走向卓越，分享大牛企业内部pdf与PPT","10,168"
https://github.com/nsqio/nsq,"A realtime distributed messaging platform","19,853"
https://github.com/webpro/reveal-md,"reveal.js on steroids! Get beautiful reveal.js presentations from any Markdown file","2,428"
https://github.com/panjf2000/gnet,"🚀 gnet is a high-performance, lightweight, non-blocking, event-driven networking framework written in pure Go./ gnet 是一个高性能、轻量级、非阻塞的事件驱动 Go 网络框架。","4,774"
https://github.com/hakimel/reveal.js,"The HTML Presentation Framework","56,656"
https://github.com/rfyiamcool/go-timewheel,"golang timewheel similar to glang std timer","149"
https://github.com/printfcoder/stack-rpc-tutorials,"Stack-RPC 中文示例、教程、资料，源码解读","1,739"
https://github.com/tophubs/TopList,"今日热榜，一个获取各大热门网站热门头条的聚合网站，使用Go语言编写，多协程异步快速抓取信息，预览:https://mo.fish","4,000"
https://github.com/xiandanin/magnetW,"磁力链接聚合搜索","10,852"
https://github.com/panjf2000/ants,"🐜🐜🐜 ants is a high-performance and low-cost goroutine pool in Go, inspired by fasthttp./ ants 是一个高性能且低损耗的 goroutine 池。","5,885"
https://github.com/Vonng/ddia,"《Designing Data-Intensive Application》DDIA中文翻译","7,485"
https://github.com/Awesome-HarmonyOS/HarmonyOS,"A curated list of awesome things related to HarmonyOS. 华为鸿蒙操作系统。","18,033"
https://github.com/golang-standards/project-layout,"Standard Go Project Layout","24,605"
https://github.com/weisd/goim,"goim","15"
https://github.com/alberliu/gim,"golang写的IM服务器(服务组件形式)","1,535"
https://github.com/tsingson/goim,"goim","59"
https://github.com/funny/link,"Go语言网络层脚手架","1,455"
https://github.com/yinggaozhen/awesome-go-cn,"一个很棒的Go框架、库和软件的中文收录大全。⏰脚本定期与英文文档同步，包含了各工程star数/最近更新时间，助您快速发现优质项目。Awesome Go~","2,791"
https://github.com/feixiao/Distributed-Systems,"MIT课程《Distributed Systems 》学习和翻译","2,477"
https://github.com/google/gopacket,"Provides packet processing capabilities for Go","4,222"
https://github.com/toutiaoio/awesome-architecture,"架构师技术图谱，助你早日成为架构师","8,641"
https://github.com/henrylee2cn/erpc,"An efficient, extensible and easy-to-use RPC framework.","2,219"
https://github.com/go-kiss/sniper,"轻量级 go 业务框架。","1,034"
https://github.com/jlevy/the-art-of-command-line,"Master the command line, in one page","92,617"
https://github.com/henrylee2cn/pholcus,"Pholcus is a distributed high-concurrency crawler software written in pure golang","6,849"
https://github.com/golang-design/Go-Questions,"📖 从问题切入，串连 Go 语言相关的所有知识，融会贯通。 https://golang.design/go-questions","2,839"
https://github.com/hjacobs/kubernetes-failure-stories,"Compilation of public failure/horror stories related to Kubernetes","6,217"
https://github.com/ItsWewin/go-chat,"Golang 高并发聊天程序/go chat room","262"
https://github.com/aceld/zinx,"基于Golang轻量级TCP并发服务器框架","3,605"
https://github.com/gopherchina/conference,"","6,162"
https://github.com/wildfirechat/server,"即时通讯(IM)系统","6,067"
https://github.com/Terry-Mao/goim,"goim","5,340"
https://github.com/pyloque/jtaskino,"distributed task scheduler using redis","42"
https://github.com/hashicorp/golang-lru,"Golang LRU cache","2,332"
https://github.com/KeKe-Li/data-structures-questions,"golang sorting algorithm and data construction.","1,188"
https://github.com/521xueweihan/git-tips,"Git的奇技淫巧","13,174"
https://github.com/crossoverJie/cim,"📲cim(cross IM) 适用于开发者的分布式即时通讯系统","7,787"
https://github.com/MariaLetta/free-gophers-pack,"✨ This pack of 100+ gopher pictures and elements will help you to build own design of almost anything related to Go Programming Language: presentations, posts in blogs or social media, courses, vid…","2,252"
https://github.com/996icu/996.ICU,"Repo for counting stars and contributing. Press F to pay respect to glorious developers.","257,705"
https://github.com/talkgo/read,"Go 学习之路：Go 开发者博客、Go 微信公众号、Go 学习资料（文档、书籍、视频）","4,744"
https://github.com/talkgo/night,"Weekly Go Online Meetup via Bilibili｜Go 夜读｜通过 bilibili 在线直播的方式分享 Go 相关的技术话题，每天大家在微信/telegram/Slack 上及时沟通交流编程技术话题。","9,341"
https://github.com/greatghoul/remote-working,"收集整理远程工作相关的资料","6,995"
https://github.com/wwcd/grpc-lb,"Example for grpc-lb with etcd","147"
https://github.com/callistaenterprise/goblog,"Code samples for the Go microservice blog series","349"
https://github.com/samoshkin/tmux-config,"Tmux configuration, that supercharges your tmux to build cozy and cool terminal environment","1,299"
https://github.com/qiurunze123/miaosha,"⭐⭐⭐⭐秒杀系统设计与实现.互联网工程师进阶与分析🙋🐓","21,026"
https://github.com/kokohuang/Gitter,"Gitter for GitHub - 可能是目前颜值最高的GitHub微信小程序客户端","3,468"
https://github.com/patrickmn/go-cache,"An in-memory key:value store/cache (similar to Memcached) library for Go, suitable for single-machine applications.","5,118"
https://github.com/shengxinjing/programmer-job-blacklist,"🙈程序员找工作黑名单，换工作和当技术合伙人需谨慎啊 更新有赞","27,047"
https://github.com/GoBelieveIO/im_service,"golang im server","1,601"
https://github.com/yujiangshui/A-Programmers-Guide-to-English,"专为程序员编写的英语学习指南 v1.2。在线版本请点 ->","9,924"
https://github.com/hollischuang/toBeTopJavaer,"To Be Top Javaer - Java工程师成神之路","20,841"
https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,"本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。","16,477"
https://github.com/doocs/advanced-java,"😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识","54,993"
https://github.com/appleboy/gorush,"A push notification server written in Go (Golang).","5,547"
https://github.com/grpc/grpc-go,"The Go language implementation of gRPC. HTTP/2 based RPC","13,981"
https://github.com/judasn/Linux-Tutorial,"《Java 程序员眼中的 Linux》","7,619"
https://github.com/tmrts/go-patterns,"Curated list of Go design patterns, recipes and idioms","15,462"
https://github.com/alibaba/spring-cloud-alibaba,"Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.","19,293"
https://github.com/stateIs0/Lu-Rpc,"Lu-Rpc 的目标是成为广大 RPC 初学者的第一个轮子，欢迎star，凑够 200","239"
https://github.com/firstcontributions/first-contributions,"🚀✨ Help beginners to contribute to open source projects","20,195"
https://github.com/k88hudson/git-flight-rules,"Flight rules for git","36,260"
https://github.com/youlookwhat/DesignPattern,"📚 Java 23种设计模式全归纳","2,304"
https://github.com/alibaba/arthas,"Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas","26,341"
https://github.com/urfave/cli,"A simple, fast, and fun package for building command line apps in Go","16,054"
https://github.com/jwpttcg66/NettyGameServer,"使用netty4.X实现的手机游戏分布式服务器,支持tcp,udp,http,websocket链接，采用protobuf自定义协议栈进行网络通信,支持rpc远程调用,使用mybatis3支持db存储分库分表，支持异步mysql存储，db保存时同步更新reids缓存。 使用ExcelToCode工程，将excel数据生成java类和json数据字典，DictService直接读取json，减…","1,241"
https://github.com/tonybase/netty-chat,"使用Netty实现IMServer，支持Tcp和WebSocket实现。","478"
https://github.com/byoungd/English-level-up-tips-for-Chinese,"可能是让你受益匪浅的英语进阶指南","20,712"
https://github.com/CarGuo/gsy_github_app_flutter,"Flutter 超完整的开源项目，功能丰富，适合学习和日常使用。GSYGithubApp系列的优势：我们目前已经拥有Flutter、Weex、ReactNative、kotlin 四个版本。 功能齐全，项目框架内技术涉及面广，完成度高，持续维护，配套文章，适合全面学习，对比参考。跨平台的开源Github客户端App，更好的体验，更丰富的功能，旨在更好的日常管理和维护个人Github，提供更好…","12,501"
https://github.com/chai2010/advanced-go-programming-book,"📚 《Go语言高级编程》开源图书，涵盖CGO、Go汇编语言、RPC实现、Protobuf插件实现、Web框架实现、分布式系统等高阶主题(完稿)","15,261"
https://github.com/CyC2018/CS-Notes,"📚 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计","133,870"
https://github.com/serhii-londar/open-source-mac-os-apps,"🚀 Awesome list of open source applications for macOS. https://t.me/opensourcemacosapps","26,346"
https://github.com/crossoverJie/JCSprout,"👨‍🎓 Java Core Sprout : basic, concurrent, algorithm","26,212"
https://github.com/mpusher/mpush,"MPush开源实时消息推送系统","3,367"
https://github.com/justjavac/free-programming-books-zh_CN,"📚 免费的计算机编程类中文书籍，欢迎投稿","80,940"
https://github.com/owenliang/go-push,"千万级go弹幕推送服务器","856"
https://github.com/phishman3579/java-algorithms-implementation,"Algorithms and Data Structures implemented in Java","3,805"
https://github.com/superhj1987/pragmatic-java-engineer,"Java工程师修炼之道 - 梳理Java知识体系，沓实架构基础","933"
https://github.com/Snailclimb/JavaGuide,"「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！","106,492"
https://github.com/lining90567/leo-im-server,"leo-im服务端","200"
https://github.com/kdn251/interviews,"Everything you need to know to get the job.","52,720"
https://github.com/QNJR-GROUP/EasyTransaction,"A distribute transaction solution（分布式事务） unified the usage of TCC , SAGA ,FMT (seata/fescar AutoCompensation)， reliable message, compensate and so on;","2,252"
https://github.com/jaywcjlove/awesome-mac," Now we have become very big, Different from the original idea. Collect premium software in various categories.","42,475"
https://github.com/xingshaocheng/architect-awesome,"后端架构师技术图谱","53,374"
https://github.com/hadyang/interview,"Java 笔试、面试 知识整理","3,897"
https://github.com/mqtt/mqtt.org,"website","4,696"
https://github.com/blynn/gitmagic,"A guide to using Git","1,835"
https://github.com/geekcompany/ResumeSample,"Resume template for Chinese programmers . 程序员简历模板系列。包括PHP程序员简历模板、iOS程序员简历模板、Android程序员简历模板、Web前端程序员简历模板、Java程序员简历模板、C/C++程序员简历模板、NodeJS程序员简历模板、架构师简历模板以及通用程序员简历模板","23,996"
https://github.com/dgryski/go-perfbook,"Thoughts on Go performance optimization","9,370"
https://github.com/shuzheng/zheng,"基于Spring+SpringMVC+Mybatis分布式敏捷开发系统架构，提供整套公共微服务服务模块：集中权限管理（单点登录）、内容管理、支付中心、用户管理（支持第三方登录）、微信平台、存储系统、配置中心、日志分析、任务和通知等，支持服务治理、监控和追踪，努力为中小型企业打造全方位J2EE企业级开发解决方案。","16,016"
https://github.com/halfrost/Halfrost-Field,"✍🏻 这里是写博客的地方 —— Halfrost-Field 冰霜之地","9,144"
https://github.com/houshanren/hangzhou_house_knowledge,"2017年买房经历总结出来的买房购房知识分享给大家，希望对大家有所帮助。买房不易，且买且珍惜。Sharing the knowledge of buy an own house that according to the experience at hangzhou in 2017 to all the people. It's not easy to buy a own house, so…","25,695"
https://github.com/unknwon/go-code-convention,"@unknwon's opinionated and paranoid Go code convention.","327"
https://github.com/go-resty/resty,"Simple HTTP and REST client library for Go","4,448"
https://github.com/daizuozhuo/etcd-service-discovery,"source code of daizuozhuo.github.io/etcd-service-discovery/","153"
https://github.com/cristaloleg/go-advice,"List of advice and tricks for Go ʕ◔ϖ◔ʔ","2,105"
https://github.com/wang502/gores,"👷 Redis-backed library for creating background jobs in Go. Placing jobs in multiple queues, and process them later asynchronously.","138"
https://github.com/gin-gonic/contrib,"Collection of middlewares created by the community","1,397"
https://github.com/luxiaoxun/NettyRpc,"A simple RPC framework based on Netty, ZooKeeper and Spring","1,842"
https://github.com/Viscent/javamtp,"《Java多线程编程实战指南（设计模式篇）》源码","589"
https://github.com/spring-projects/spring-boot,"Spring Boot","56,037"
https://github.com/reactor/lite-rx-api-hands-on,"Lite Rx API Hands-On with Reactor Core 3","846"
https://github.com/a2888409/face2face,"基于netty的异步非阻塞实时聊天(IM)服务器。","1,447"
https://github.com/zer0Black/zer0MQTTServer,"使用Java AIO实现的MQTT协议服务器，用于推送和IM聊天","310"
https://github.com/spekdrum/junit-mockito-springboot,"Unit testing with jUnit + Mockito on a Spring Boot test project for show Mockito capabilities","28"
https://github.com/xitu/gold-miner,"🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：","29,118"
https://github.com/iluwatar/java-design-patterns,"Design patterns implemented in Java","68,667"
https://github.com/unknwon/go-study-index,"Go 语言学习资料索引","4,426"
https://github.com/unknwon/the-way-to-go_ZH_CN,"《The Way to Go》中文译本，中文正式名《Go 入门指南》","26,223"
https://github.com/lzyzsd/Awesome-RxJava,"RxJava resources","4,834"
https://github.com/EbookFoundation/free-programming-books,"📚 Freely available programming books","194,623"
https://github.com/hundredlee/wechat_pusher,"a wechat message push framework base on golang","98"
https://github.com/kyawmyintthein/golangRestfulAPISample,"Sample Restful app with chi router (golang)","105"
https://github.com/lihengming/spring-boot-api-project-seed,"🌱🚀一个基于Spring Boot & MyBatis的种子项目，用于快速构建中小型API、RESTful API项目~","8,744"
https://github.com/valyala/fasthttp,"Fast HTTP package for Go. Tuned for high performance. Zero memory allocations in hot paths. Up to 10x faster than net/http","15,474"
https://github.com/hudl/fargo,"Golang client for Netflix Eureka","126"
https://github.com/json-iterator/go,"A high-performance 100% compatible drop-in replacement of "encoding/json"","9,468"
https://github.com/hackstoic/golang-open-source-projects,"为互联网IT人打造的中文版awesome-go","8,696"
https://github.com/charlesvhe/spring-cloud-practice,"","306"
https://github.com/rekihattori/awesome-programmers,"A list of history's greatest software engineers and tech pioneers","2,216"
https://github.com/yidongnan/spring-cloud-netflix-example,"spring-cloud-netflix-example is an example for microservices system","773"
https://github.com/flindby/spring-oauth2-zuul,"Spring-Boot projects using: Zuul, Cloud OAuth2 and OAuth2Sso","110"
https://github.com/waylau/books-collection,"To the programmer's open source and free books collection 给程序员的开源、免费书籍收集，图书集合。","2,076"
https://github.com/jobbole/awesome-java-cn,"Java资源大全中文版，包括开发库、开发工具、网站、博客、微信、微博等，由伯乐在线持续更新。","13,855"
https://github.com/lexburner/zuul-gateway-demo,"zuul动态路由demo","549"
https://github.com/donnemartin/system-design-primer,"Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.","137,136"
https://github.com/papers-we-love/papers-we-love,"Papers from the computer science community to read and discuss.","46,452"
https://github.com/mikespook/Learning-Go-zh-cn,"一本学习 Go 语言的免费电子书。","2,507"
https://github.com/fagongzi/manba,"HTTP API Gateway","2,864"
https://github.com/akullpp/awesome-java,"A curated list of awesome frameworks, libraries and software for the Java programming language.","29,134"
https://github.com/avelino/awesome-go,"A curated list of awesome Go frameworks, libraries and software","65,474"
https://github.com/reactor-attic/reactor-samples,"Sample code of how to do simple things in Reactor","89"
https://github.com/wx-chevalier/Developer-Zero-To-Mastery,"📚 To Be Professional Developer From Zero To Mastery, Interactive MindMap, RoadMap(Learning Path/Interview Questions), xCompass, Weekly for Developer, to Learn Everything in ITCS 💫 程序员的技术视野、知识管理与职业规…","2,821"
https://github.com/Arronlong/httpclientutil,"该项目基于HttpClient-4.4.1封装的一个工具类。提供了更为简单的GET、POST及上传下载等功能。同时支持插件式配置Http-Header（包含自定义header）、配置SSL和Proxy等。","1,297"
https://github.com/lianggzone/springboot-action,"Spring Boot 揭秘与实战 源代码","794"
https://github.com/chrislusf/seaweedfs,"SeaweedFS is a distributed storage system for blobs, objects, files, and data lake, to store and serve billions of files fast! Blob store has O(1) disk seek, local tiering, cloud tiering. Filer sup…","12,244"
https://github.com/go-gorm/gorm,"The fantastic ORM library for Golang, aims to be developer friendly","24,300"
https://github.com/xormplus/xorm,"xorm是一个简单而强大的Go语言ORM库，通过它可以使数据库操作非常简便。本库是基于原版xorm的定制增强版本，为xorm提供类似ibatis的配置文件及动态SQL支持，支持AcitveRecord操作","1,435"
https://github.com/hyper0x/goc2p,"An example project for book 'Go Programming & Concurrency in Practice'.","594"
https://github.com/micro/micro,"Micro is a distributed OS built for the Cloud","10,187"
https://github.com/stanzhai/be-a-professional-programmer,"成为专业程序员路上用到的各种优秀资料、神器及框架","8,677"
https://github.com/functionaljava/functionaljava,"Functional programming in Java","1,447"
https://github.com/ltsopensource/light-task-scheduler,"Distributed Scheduled Job Framework","2,838"
https://github.com/astaxie/build-web-application-with-golang,"A golang ebook intro how to build a web with golang","38,030"
https://github.com/rayoy/seckill,"JavaWeb秒杀项目学习实例","42"
